company,scope,key,original_value,corrected_value,status,evidence
adani,standalone,Share Premium,"37,685.70","37,685.70",verified_ok,
adani,consolidated,Share Premium,"37,685.70","37,685.70",verified_ok,
adani,standalone,Hedging Reserve,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Hedging Reserve,100.20,100.20,verified_ok,
adani,standalone,Non Current Investments_Unquoted Debentures/Bonds,"5,292.63","5,292.63",verified_ok,
adani,consolidated,Non Current Investments_Unquoted Debentures/Bonds,"5,292.63","5,292.63",verified_ok,
adani,standalone,Non Current Investments_Joint Venture/Partnerships,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Non Current Investments_Joint Venture/Partnerships,"6,705.74","6,705.74",verified_ok,
adani,standalone,Gross Carrying Value_Furnitures & Fixtures,60.62,60.62,verified_ok,
adani,consolidated,Gross Carrying Value_Furnitures & Fixtures,"1,180.71","1,180.71",verified_ok,
adani,standalone,Gross Carrying Value_Office Equipments,59.84,59.84,verified_ok,
adani,consolidated,Gross Carrying Value_Office Equipments,"1,064.61","1,064.61",verified_ok,
adani,standalone,Accumulated Depreciation_Furnitures & Fixtures,25.26,25.26,verified_ok,
adani,consolidated,Accumulated Depreciation_Furnitures & Fixtures,231.19,231.19,verified_ok,
adani,standalone,Accumulated Depreciation_Office Equipments,38.49,38.49,verified_ok,
adani,consolidated,Accumulated Depreciation_Office Equipments,331.70,331.70,verified_ok,
adani,standalone,Other CWIP,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other CWIP,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Gross Investment Property,19.35,19.35,verified_ok,
adani,consolidated,Gross Investment Property,311.33,311.33,verified_ok,
adani,standalone,Loss On Disposal Of Fixed Asset,Not disclosed,(9.63),CORRECTED,p231 'Loss/(Profit) on Sale/Disposal of PP&E (9.63)'
adani,consolidated,Loss On Disposal Of Fixed Asset,1.66,1.66,verified_ok,
adani,standalone,Fixed Assets Written Off,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Fixed Assets Written Off,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Sundry Creditors,"4,474.96","4,474.96",verified_ok,
adani,consolidated,Sundry Creditors,"20,289.87","20,289.87",verified_ok,
adani,standalone,Noncurrent Borrowings_Unsecured Loans_Loans and advances from others,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Noncurrent Borrowings_Unsecured Loans_Loans and advances from others,Not disclosed,"9,726.16",CORRECTED,"p316 note23 Non-Current Borrowings UNSECURED 'Inter Corporate Loans 9,726.16'"
adani,standalone,"Noncurrent Borrowings_Secured Loans_Deferred payment for acquisition of property, plant and equipment",Not disclosed,Not disclosed,verified_ok,
adani,consolidated,"Noncurrent Borrowings_Secured Loans_Deferred payment for acquisition of property, plant and equipment",Not disclosed,Not disclosed,verified_ok,
adani,standalone,Current Borrowings_Unsecured Loans_Subordinated debts,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Current Borrowings_Unsecured Loans_Subordinated debts,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Other Noncurrent Liabilities_Other Long Term Liabilities,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other Noncurrent Liabilities_Other Long Term Liabilities,"8,836.51","8,836.51",verified_ok,
adani,standalone,Other Noncurrent Liabilities_Total Long Term Liabilities,Not disclosed,74.80,CORRECTED,p252 note25 'Other Non-Current Financial Liabilities 74.80' (Retention 1.85 + Interest accrued 72.95)
adani,consolidated,Other Noncurrent Liabilities_Total Long Term Liabilities,"8,836.51","8,836.51",verified_ok,
adani,standalone,Other Current Liabilities_Revenue received in advance,198.29,198.29,verified_ok,
adani,consolidated,Other Current Liabilities_Revenue received in advance,"3,710.14","3,710.14",verified_ok,
adani,standalone,Other Current Liabilities_Accrued Salary Payable,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other Current Liabilities_Accrued Salary Payable,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Other Current Liabilities_Employees Stock Options Outstanding,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other Current Liabilities_Employees Stock Options Outstanding,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Short Term Loans And Advances_Other Deposit Assets,87.53,87.53,verified_ok,
adani,consolidated,Short Term Loans And Advances_Other Deposit Assets,307.44,307.44,verified_ok,
adani,standalone,Short Term Loans And Advances_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Short Term Loans And Advances_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Short Term Loans And Advances_Allowance for bad and doubtful loans,(2.43),(2.43),verified_ok,
adani,consolidated,Short Term Loans And Advances_Allowance for bad and doubtful loans,(4.84),(4.84),verified_ok,
adani,standalone,Other Current Assets_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other Current Assets_Advances to related parties,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Other Current Assets_Advances given suppliers,411.18,411.18,verified_ok,
adani,consolidated,Other Current Assets_Advances given suppliers,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Other Current Assets_Export incentives receivables,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Other Current Assets_Less : Doubtful Advances,(2.43),(2.43),verified_ok,
adani,consolidated,Other Current Assets_Less : Doubtful Advances,(4.84),(4.84),verified_ok,
adani,standalone,Authorised Equity Share Capital,485.92,485.92,verified_ok,
adani,consolidated,Authorised Equity Share Capital,485.92,485.92,verified_ok,
adani,standalone,Equity Issued,129.27,129.27,verified_ok,
adani,consolidated,Equity Issued,129.27,129.27,verified_ok,
adani,standalone,Equity Subscribed fully paid,129.27,129.27,verified_ok,
adani,consolidated,Equity Subscribed fully paid,129.27,129.27,verified_ok,
adani,standalone,Equity Forfeited,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Equity Forfeited,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Equity Paid Up,129.24,129.24,verified_ok,
adani,consolidated,Equity Paid Up,129.27,129.27,verified_ok,
adani,standalone,Face Value of Share (in Rs),1,1,verified_ok,
adani,consolidated,Face Value of Share (in Rs),1,1,verified_ok,
adani,standalone,No Of Authorised Equity Shares,"4,85,92,00,000","4,85,92,00,000",verified_ok,
adani,consolidated,No Of Authorised Equity Shares,"4,85,92,00,000","4,85,92,00,000",verified_ok,
adani,standalone,No Of Issued Equity Shares,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,consolidated,No Of Issued Equity Shares,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,standalone,No Of Subscribed Equity Shares Fully Paid,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,consolidated,No Of Subscribed Equity Shares Fully Paid,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,standalone,No Of Paid up Equity Shares,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,consolidated,No Of Paid up Equity Shares,"1,29,26,82,416","1,29,26,82,416",verified_ok,
adani,standalone,Number of shares outstanding at beginning of period,"1,15,41,80,729","1,15,41,80,729",verified_ok,
adani,consolidated,Number of shares outstanding at beginning of period,"1,15,41,80,729","1,15,41,80,729",verified_ok,
adani,standalone,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,No Of Shares Increase Towards Stock Split,Not disclosed,Not disclosed,verified_ok,
adani,standalone,No Of Shares bought back or treasury shares,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,No Of Shares bought back or treasury shares,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Equity attributable to the equity holders of the parent,"80,925.95","80,925.95",verified_ok,
adani,consolidated,Share Depreciation Joint ventures,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Total Power & Fuel Expenses,40.93,40.93,verified_ok,
adani,consolidated,Total Power & Fuel Expenses,"2,019.96","2,019.96",verified_ok,
adani,standalone,Consumption Of Stores And Spare Parts,42.35,42.35,verified_ok,
adani,consolidated,Consumption Of Stores And Spare Parts,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Brokerage/Commission To Agents,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Carriage Outwards,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Legal & Professional Charges,307.61,307.61,verified_ok,
adani,consolidated,Legal & Professional Charges,"1,076.06","1,076.06",verified_ok,
adani,standalone,Payments To Auditor,1.70,1.70,verified_ok,
adani,consolidated,Payments To Auditor,11.84,11.84,verified_ok,
adani,standalone,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Payment for reimbursement of expenses,Not disclosed,Not disclosed,verified_ok,
adani,standalone,Donations Subscriptions,5.26,5.26,verified_ok,
adani,consolidated,Donations Subscriptions,10.96,10.96,verified_ok,
adani,standalone,CSR Expenditure,60.18,60.18,verified_ok,
adani,consolidated,CSR Expenditure,140.50,140.50,verified_ok,
adani,standalone,Impairment loss on financial assets loans and advances,Not disclosed,6.46,CORRECTED,p255 'Allowances for Credit Loss / Doubtful advances 6.46'
adani,consolidated,Impairment loss on financial assets loans and advances,Not disclosed,74.77,CORRECTED,p327 'Allowances for Credit Loss / Doubtful advances 74.77'
adani,standalone,Provision Bad Doubtful Loans Advances,6.46,6.46,verified_ok,
adani,consolidated,Provision Bad Doubtful Loans Advances,74.77,74.77,verified_ok,
adani,standalone,Bad Debts Advances Written Off,62.59,62.59,verified_ok,
adani,consolidated,Bad Debts Advances Written Off,206.68,206.68,verified_ok,
adani,standalone,Interest Expense Borrowings,Not disclosed,Not disclosed,verified_ok,
adani,consolidated,Interest Expense Borrowings,Not disclosed,Not disclosed,verified_ok,
adani,standalone,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade",(168.75),(168.75),verified_ok,
adani,consolidated,"Total Changes In Inventories Of Finished Goods, Work-In-Progress And Stock-In-Trade","(2,824.59)","(2,824.59)",verified_ok,
adani,standalone,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,308.32,308.32,verified_ok,
adani,consolidated,Deferred Tax Assets (Net)_Deferred tax liabilities_Accumulated Depreciation,"4,614.21","4,614.21",verified_ok,
adani,standalone,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,33.23,33.23,verified_ok,
adani,consolidated,Deferred Tax Liability (Net)_Deferred Tax Assets_Leave Encashment,94.32,94.32,verified_ok,
